Player,MeanSpacing,UniqueECO_SubCat,UniqueECO_Cat,MostFrequentECO_Cat,MostFrequentECO_Cat_Frequency,EloChange,MostFrequentECO_Cat_Frequency_Quartile,MeanSpacing_Quartile
YosoyDaniel,44546.1632653061,14,4,C,0.68,38,4,4
YouLost17,37351.6326530612,27,4,C,0.4,95,1,3
YoungWhiteWolf,36769.1224489796,14,3,C,0.56,72,3,3
YousefJawabreh,37688.7959183674,19,4,C,0.66,-92,4,3
Yuliana2012,38633.6530612245,22,4,C,0.52,78,2,3
Yunus_Emre-Kaya55,40486.9795918367,24,4,C,0.48,-8,2,3
Yuri64ru,30795.9591836735,29,4,C,0.44,-113,2,2
Yuskas,33563.612244898,15,4,C,0.66,7,4,2
Yusuf2021,30577.4693877551,24,4,C,0.64,32,4,2
Yusuf68,19256.8367346939,15,4,C,0.74,-11,4,1
YusufBozan,41707.4081632653,27,4,C,0.56,71,3,3
Yusufemre78,49043.5306122449,22,3,D,0.46,55,2,4
Yusufxxx,48652.1428571429,12,4,A,0.56,75,3,4
Yuvi23,28223.8571428571,15,3,C,0.76,-15,4,2
Z1PHER,26172.1224489796,17,4,D,0.4,220,1,1
Z1ya,31284.2857142857,24,4,C,0.62,83,3,2
Z3U5_GOD,29413.8979591837,20,4,C,0.48,168,2,2
ZALUAP,42065.5510204082,20,4,C,0.5,-12,2,3
ZVARGAS90,15886.4081632653,19,3,C,0.6,63,3,1
Za-Professor_09,35362.0612244898,17,5,D,0.42,35,1,3
ZaBeast10571,45612.5714285714,12,4,D,0.38,-38,1,4
Zabitoglu,51406.1428571429,23,4,C,0.68,-16,4,4
Zacharushu,42430.2857142857,35,4,C,0.54,34,3,3
ZackBornstein,39355.8367346939,19,4,A,0.42,52,1,3
Zaherheidari,21553.7755102041,13,4,B,0.46,52,2,1
ZahinShahriar123,28681.5714285714,29,5,C,0.4,-3,1,2
ZahirDag,40476.7142857143,24,4,C,0.72,98,4,3
Zaidqaddomi,29954.6326530612,23,5,D,0.38,23,1,2
ZaikeKing,35494.4897959184,24,4,C,0.56,70,3,3
Zak-ilia,44135.8775510204,22,4,C,0.78,37,4,4
Zakkkki,42938.9387755102,8,2,A,0.66,24,4,4
Zaminaro,41506.4693877551,26,4,B,0.44,47,2,3
Zandsek,43983.9387755102,25,4,C,0.48,61,2,4
Zankage,50222.9591836735,24,4,C,0.66,-24,4,4
Zaranoff,18208.8571428571,21,4,D,0.44,113,2,1
Zati_T,13925.0408163265,25,4,C,0.7,64,4,1
Zazzo00,42053.7755102041,21,4,D,0.34,9,1,3
Zee_carter,33014.7551020408,17,4,A,0.46,114,2,2
Zeecheeseman,28383.8571428571,23,4,C,0.58,65,3,2
Zeeshan_420,30468.2653061224,19,4,C,0.46,-8,2,2
Zejnullahfetahu,36855.8571428571,11,4,C,0.44,124,2,3
Zemo1987,34143.612244898,16,4,D,0.38,-9,1,2
Zenop,30954.5714285714,30,4,C,0.56,10,3,2
Zenzo786,52729.306122449,21,4,D,0.46,35,2,4
ZeobcaxD,29733.6530612245,22,4,C,0.66,-48,4,2
ZeroSix06,47057.387755102,8,4,A,0.7,-59,4,4
ZestyMater69,41532.0204081633,25,4,C,0.64,69,4,3
ZeyadAhmed,41316.6326530612,19,4,A,0.36,67,1,3
Zeysin,45747.8163265306,20,4,B,0.32,-7,1,4
Zhaleh_Mahmoudi,48885.0816326531,16,4,A,0.46,21,2,4
Zhitel_pihty,31353.4081632653,31,5,C,0.56,78,3,2
Zhizhoma,24640.8979591837,21,4,B,0.58,-3,3,1
Zibi23,39772.7959183674,20,4,D,0.38,-32,1,3
Zielonynever,38559.9183673469,27,5,C,0.6,-48,3,3
Ziguila,46722.7551020408,10,3,A,0.64,36,4,4
Zile_Thee_MatrikS,42977.9591836735,24,4,D,0.44,9,2,4
Zlatnizmaj,41995.5510204082,20,4,C,0.68,-43,4,3
Zo1a,20570.0816326531,18,4,A,0.66,43,4,1
Zo_oper,49628.2857142857,26,4,C,0.52,23,2,4
ZoiBH,46139.306122449,22,4,C,0.58,78,3,4
Zorzi143,39020.1632653061,20,3,D,0.4,-29,1,3
ZotovBoris,4853.32653061224,13,4,A,0.36,112,1,1
Zuhairabdeen,35912.9795918367,18,4,D,0.36,43,1,3
ZumBerg,28989.7959183673,24,3,C,0.78,131,4,2
ZuuHaAaA,33820.387755102,29,5,C,0.36,157,1,2
Zygoberto,34915.3265306122,28,3,C,0.66,7,4,2
Zynpzyn,43579.2244897959,16,4,C,0.74,-49,4,4
a11112222,33586.693877551,22,3,A,0.46,63,2,2
a7mmo,20633.9591836735,19,4,D,0.34,-62,1,1
a9duru,28058.306122449,31,4,C,0.46,184,2,2
aAs1234,43660.5102040816,12,3,A,0.34,-24,1,4
a_banerjee_92,24867.8775510204,23,4,C,0.78,23,4,1
a_costello,20278.3265306122,17,4,C,0.74,109,4,1
a_l_i_k_h_a_n,31679.6530612245,26,5,D,0.42,169,1,2
a_somm,28072.4081632653,16,3,B,0.46,66,2,2
aadichessmaster,17624.7346938776,24,4,C,0.78,118,4,1
aahmadi62,33992.3265306122,14,4,A,0.68,-100,4,2
aamirrajlc,45637.2653061225,30,5,C,0.6,152,3,4
aanchow,26319.0408163265,12,4,C,0.72,36,4,1
aarav1511,30138.9795918367,15,4,C,0.42,144,1,2
aare,45772.8775510204,15,4,B,0.4,-11,1,4
aaronocast,51615.2448979592,30,4,C,0.46,91,2,4
aayushksoni,52482.306122449,23,4,D,0.34,22,1,4
abanobr,40648.7346938775,21,4,C,0.76,-15,4,3
abarad2,26540.3673469388,29,4,C,0.66,136,4,1
abarman,36686.2857142857,12,4,C,0.6,99,3,3
abbaddonna74,31244.0204081633,16,5,C,0.62,243,3,2
abdallahs27,44537.3265306122,22,5,C,0.62,39,3,4
abdelazizrajab,30893.7551020408,27,4,C,0.6,48,3,2
abdellatif1,25897.7755102041,27,5,A,0.4,-27,1,1
abdsy,13543.7755102041,15,4,C,0.66,-19,4,1
abdul181988,21245.3265306122,27,4,C,0.5,61,2,1
abdullahdbis,26926.8775510204,22,4,C,0.56,66,3,1
abdulrahmanjahari,25647.1224489796,19,3,B,0.48,45,2,1
abdulselam2199,53077.2448979592,24,5,C,0.62,-54,3,4
abhi0088,47538.0204081633,18,4,C,0.42,27,1,4
abhi_566,35202.4489795918,5,3,A,0.6,-170,3,2
abhijitbarbhuiya,53190,26,5,C,0.56,73,3,4
abhik1223,15696.8979591837,8,5,A,0.64,3,4,1
abhisheknilekar,48990.2244897959,27,4,C,0.6,19,3,4
abo-omre,50925.3265306122,25,4,A,0.46,63,2,4
abomjeed,42273.7551020408,31,4,C,0.58,62,3,3
abood1004,38198.5714285714,21,5,A,0.42,157,1,3
abuzambak,31811.306122449,23,4,C,0.58,68,3,2
accent2000,32003.9387755102,28,4,C,0.58,72,3,2
aceone1804,29795.8775510204,11,3,D,0.36,59,1,2
activeankit,35020.3469387755,11,3,A,0.56,76,3,2
acv-05,39647.4693877551,25,4,C,0.68,112,4,3
acxmilan,50980.8367346939,18,4,A,0.42,-25,1,4
adambosch,31603.9795918367,32,4,C,0.76,119,4,2
adamspecial,24984.5918367347,23,4,D,0.34,74,1,1
adaoex,47658.9183673469,24,4,C,0.48,20,2,4
adarshchess902,43540.4489795918,26,4,A,0.42,70,1,4
adbajpai,31917.4897959184,28,4,C,0.4,14,1,2
addanfelipe,31708.9591836735,11,4,C,0.7,-31,4,2
adeabris,15260.0408163265,22,4,C,0.82,-49,4,1
aderrrin,41134.7755102041,27,4,C,0.66,113,4,3
adh538,50718.2040816326,35,5,B,0.52,72,2,4
adilcadli,43317.6326530612,26,4,C,0.66,15,4,4
adinas131,53629.2040816326,25,4,C,0.74,-79,4,4
adisonasllani,45392.4081632653,20,4,C,0.68,-11,4,4
adithyaananth,36845.5102040816,17,4,C,0.56,22,3,3
aditya541,34985.8775510204,14,5,C,0.7,53,4,2
adknfkf8182,35260.2040816326,24,4,C,0.44,40,2,3
adnanr,37181.0612244898,23,4,C,0.64,-16,4,3
adoloba,49699.1632653061,19,4,C,0.46,61,2,4
aek1924,36248.9591836735,24,4,D,0.52,39,2,3
aenginius,42641.3265306122,21,4,C,0.54,66,3,3
aequsita,30631.0816326531,20,3,B,0.54,81,3,2
afg7star,41695.4489795918,14,4,A,0.32,-63,1,3
afishylutra,25444.1224489796,23,4,B,0.34,-5,1,1
afonsusdiLencis,24686.1428571429,25,4,B,0.42,33,1,1
afshin1385,24943.1428571429,27,5,C,0.66,51,4,1
aftonk,34564.3469387755,23,4,C,0.38,53,1,2
afybe,45795.3265306122,17,4,C,0.34,-6,1,4
agamalizard1,50659.8571428571,17,4,D,0.46,6,2,4
ags1897,23028.5714285714,32,5,D,0.34,-84,1,1
aguiaram,39599.9183673469,26,4,C,0.56,32,3,3
agustin_kloster,50598.5306122449,28,4,C,0.54,1,3,4
agutnik,52831.612244898,21,4,C,0.48,49,2,4
ahad_joodaki,31959.1632653061,25,4,C,0.6,83,3,2
ahaman21,30731.9183673469,25,4,C,0.68,89,4,2
aheroldp,38041.0408163265,15,4,C,0.66,-37,4,3
ahimsaraffier,47534.0816326531,21,4,C,0.66,66,4,4
ahmad-irshaed,47575.4285714286,17,4,C,0.76,85,4,4
ahmad_atefi,14023.2857142857,25,4,C,0.62,120,3,1
ahmadayash,46314.1020408163,16,4,C,0.36,-99,1,4
ahmed1ben,29116.7142857143,26,4,C,0.58,121,3,2
ahmed39,31805.9795918367,13,3,A,0.58,142,3,2
ahmed5121986,43689.7959183674,21,4,C,0.78,52,4,4
ahmedabdelelah,47505.9387755102,25,4,C,0.76,136,4,4
ahmet-emre,35341.306122449,24,3,C,0.66,28,4,3
ahmetbdmx,27486,19,3,C,0.7,53,4,2
ahmousavi,33553.612244898,24,4,B,0.52,8,2,2
ahmssz,33668.2244897959,25,4,C,0.66,114,4,2
aiChess1986,40995.9387755102,31,4,B,0.56,181,3,3
aidoo,33389.7346938776,21,4,C,0.66,55,4,2
aimenaimenrma,25033.8571428571,29,4,C,0.64,-80,4,1
aimsor,21484.0816326531,23,4,C,0.62,1,3,1
airmau,34301.1632653061,31,4,C,0.62,-79,3,2
aishshy,45129.8367346939,19,4,D,0.34,87,1,4
aitor14,47115.1632653061,24,4,D,0.4,193,1,4
aj_p432,40667.5306122449,27,3,C,0.72,79,4,3
aji_th,41260.9387755102,14,4,C,0.68,55,4,3
ajseddo,48212.7142857143,24,4,C,0.54,0,3,4
akSHATRANJ,36932.4897959184,13,4,C,0.68,93,4,3
ak_dez,26852.7142857143,24,4,C,0.68,5,4,1
akakiakakiyevic,23801.4081632653,22,4,C,0.64,68,4,1
akakuzya,35097.8571428571,15,4,C,0.66,155,4,2
akash_gupta_1988,32002.3265306122,21,4,C,0.46,36,2,2
akhandchutiya,21270.2040816327,19,4,B,0.4,19,1,1
akinjar,45470.8163265306,19,4,C,0.46,-25,2,4
akinwole147,42168.387755102,19,4,D,0.5,65,2,3
akis21,28058.5510204082,25,4,C,0.6,26,3,2
akis_01,37745.0204081633,11,3,C,0.64,71,4,3
aklokk,44171.1836734694,25,4,B,0.44,41,2,4
akobidze,23141.7959183673,19,3,C,0.58,0,3,1
akr2081,23061.2448979592,14,4,B,0.42,54,1,1
akshay37,48881.5918367347,13,4,D,0.42,71,1,4
akshayshunya,22784.0408163265,20,4,C,0.5,38,2,1
akyl_zh,30305.4081632653,24,4,C,0.48,23,2,2
alaaanb99,38674.7142857143,28,5,C,0.58,75,3,3
alaasalahqabbaah,20257.4081632653,21,4,C,0.48,-313,2,1
alandy,50123.2857142857,28,4,C,0.52,-21,2,4
alaulden12345,41147.1020408163,24,4,C,0.5,223,2,3
albama,28910.8979591837,21,4,C,0.6,-23,3,2
albaybuendia,40921.1224489796,28,5,C,0.66,62,4,3
albertofabris,51462.0204081633,24,4,C,0.72,58,4,4
albmaz,31038.1020408163,27,4,B,0.44,-3,2,2
albusdumbledoree,53463.4285714286,15,4,A,0.42,-3,1,4
albwab,44214.7551020408,16,4,A,0.52,3,2,4
albyv75,43268.3265306122,17,3,C,0.72,-21,4,4
alegatoz,34762,25,5,C,0.42,104,1,2
alek_00,39326.3673469388,20,4,D,0.44,67,2,3
aleksurrutia,35455.2448979592,30,5,C,0.64,106,4,3
aleragon,37375.7755102041,26,4,C,0.68,56,4,3
alerojas2008,39035.1020408163,16,4,C,0.72,-49,4,3
alex077,47419.5714285714,30,5,B,0.44,58,2,4
alex1978,37048.7959183674,14,4,A,0.4,90,1,3
alexan123,21968.7142857143,16,4,C,0.62,-46,3,1
alexanderpf,31126,24,4,C,0.58,93,3,2
alexandet,27224.693877551,17,3,C,0.82,-24,4,1
alexandrejpmuller,46362.1224489796,22,5,B,0.36,57,1,4
alexcam09,33586.2857142857,14,5,B,0.48,221,2,2
alexey77777,37057.0204081633,19,4,B,0.6,-12,3,3
alexfost,51469.2040816326,26,4,C,0.58,-50,3,4
alexis_ano,39729.9591836735,10,4,A,0.74,-40,4,3
alexlemarcheur,46462.1632653061,11,3,D,0.46,77,2,4
alexmagnato,50188.4897959184,15,4,B,0.42,188,1,4
alexmoonshine,38921.1836734694,20,4,C,0.38,75,1,3
alexnoobmaster69,51988.1428571429,30,4,C,0.58,-43,3,4
alexodin,43896.0408163265,23,4,C,0.54,158,3,4
alexpedro,40809.5306122449,20,4,C,0.62,50,3,3
alexw061093,30137.6734693878,20,4,D,0.36,13,1,2
alf1,37481.6734693878,25,4,C,0.34,-4,1,3
alfierefragile,30155.7959183673,11,4,A,0.48,2,2,2
ali_aliyev_0,49203.4693877551,26,4,C,0.6,-143,3,4
aliabood88,19057.2653061224,22,5,C,0.68,26,4,1
aliaboud9,44865.5918367347,25,4,D,0.42,28,1,4
aliano7,20567.2448979592,10,3,A,0.76,128,4,1
alibek9009,52855.6326530612,28,4,C,0.38,28,1,4
alicaganucucu,30240.1020408163,23,5,C,0.74,142,4,2
alichicha,47569.306122449,27,4,C,0.46,89,2,4
alifazli97,44892.1836734694,25,4,C,0.68,21,4,4
alifikretkoral,36081.1836734694,22,4,B,0.4,-48,1,3
aligohari0991,19158.612244898,22,4,A,0.32,-209,1,1
alihizmetci,50303.2040816326,25,4,C,0.68,58,4,4
alijavadihesar,48790.6530612245,22,4,A,0.44,38,2,4
alinajafizilabi2475,22701.4897959184,19,4,C,0.64,160,4,1
alirahbar,22482.0204081633,19,4,C,0.66,234,4,1
alirecai,16642.0408163265,15,3,C,0.74,-12,4,1
alireza4448,19121.7959183673,21,4,C,0.68,98,4,1
alisher094,12993.5102040816,23,4,A,0.4,17,1,1
alishker,35439.2244897959,19,4,D,0.38,29,1,3
aliwwe,19251.9795918367,27,4,C,0.66,14,4,1
aljziel,31395.0612244898,21,4,C,0.64,86,4,2
allenlibby,39011.2448979592,9,4,B,0.38,41,1,3
allenr19,25237.4285714286,31,4,D,0.46,-5,2,1
allopis,26519.0204081633,14,4,D,0.4,-20,1,1
alluros,21183.0204081633,25,4,B,0.58,26,3,1
almardxx,36601.8163265306,25,4,C,0.68,59,4,3
almily,26584.0204081633,11,4,A,0.46,108,2,1
alonekinq06,30826.6326530612,22,4,A,0.4,-2,1,2
alonsofurkan,31297.0408163265,14,3,C,0.82,-28,4,2
aloskii,30360.7959183673,29,4,C,0.76,119,4,2
alpaybarkin,38917.0612244898,27,4,C,0.56,-9,3,3
alpaycanozp,43933.1224489796,18,4,B,0.34,16,1,4
alperarrslan,28326.4285714286,14,4,C,0.72,-37,4,2
alperenn9,47172.9387755102,5,2,A,0.72,-6,4,4
alperkskr,33987.5510204082,13,3,C,0.66,73,4,2
alphamadi5,41561.1836734694,22,4,B,0.36,128,1,3
alphan42,8101.18367346939,24,4,B,0.5,-66,2,1
alptusss12,27846.387755102,26,4,C,0.5,157,2,2
alpxtynck,22299.6326530612,6,2,A,0.74,31,4,1
alqaatri,52447.612244898,25,4,C,0.54,-45,3,4
alqama,50824.5102040816,14,4,C,0.68,37,4,4
alquimidesdaera,14008.7551020408,12,4,C,0.58,-26,3,1
alramd,48266.306122449,28,4,C,0.56,216,3,4
alreadybroken,48712.9387755102,27,4,C,0.58,57,3,4
alsar7,29950.8163265306,19,4,D,0.42,-38,1,2
alser60,37020.5918367347,22,4,B,0.56,6,3,3
alshazly,32236.5102040816,12,3,A,0.64,109,4,2
alvarezew,47659.0408163265,31,6,D,0.46,32,2,4
alvarezpja,28940.3673469388,24,5,C,0.68,51,4,2
alvarock77,19195.7959183673,15,3,A,0.54,-4,3,1
alxalxalxalx,27672.6530612245,25,4,C,0.5,42,2,2
amando3742,39939.7959183674,28,5,B,0.44,69,2,3
amarec,19323.8163265306,26,4,C,0.6,33,3,1
amartinis,46608.1428571429,13,4,D,0.44,32,2,4
amazingzebra,42398.0408163265,26,5,C,0.64,-54,4,3
amber6969,52371.6530612245,14,4,D,0.58,19,3,4
ambrogioscacchi2,24536.5510204082,24,4,C,0.68,38,4,1
ameise103,33535.2857142857,19,5,C,0.7,38,4,2
amiklos05,39937.8979591837,23,4,C,0.7,105,4,3
amilcar100,17919.6734693878,29,3,C,0.66,17,4,1
amin77777,25184.0408163265,15,3,A,0.46,-80,2,1
amirali1972,35309.1428571429,21,4,C,0.4,42,1,3
amireali2000,28705.5714285714,6,2,A,0.6,111,3,2
amirpro,28463.4489795918,20,4,C,0.78,-18,4,2
amirreza1366,15580.8979591837,18,4,C,0.52,57,2,1
amirreza93,17642.2653061224,28,4,C,0.64,81,4,1
amirsoheil,23594.7959183673,22,4,C,0.76,23,4,1
amitg_8941,49431.3469387755,20,4,C,0.6,-52,3,4
ammar1030,26500.3673469388,23,3,B,0.46,175,2,1
amorel2013,47828.8571428571,18,4,C,0.6,115,3,4
amr-mamdouh,23190.5918367347,17,4,A,0.32,45,1,1
amrrrrrr,36014.4081632653,21,4,B,0.52,43,2,3
amrswelam,35005.2653061225,29,4,C,0.62,178,3,2
amruthaananth-1967,16752.612244898,22,4,C,0.48,26,2,1
ams25,29715.7551020408,24,5,D,0.44,16,2,2
amsandrew,45984.8367346939,20,4,D,0.42,99,1,4
an_pro_chess,41764.3673469388,23,3,C,0.66,-8,4,3
analnydesktruktor69,30455.7346938776,21,4,B,0.48,18,2,2
analnyinkubator,31630,23,3,C,0.46,133,2,2
anand__ajesh,18259.8163265306,29,4,C,0.64,110,4,1
anaruizmel,24748.0816326531,23,4,C,0.54,104,3,1
anderson-dan,29811.4897959184,31,4,C,0.62,20,3,2
andersonfreitas,52230.2448979592,34,5,C,0.38,26,1,4
andersonsouz,33069.612244898,10,3,C,0.64,-136,4,2
andip,35192.5918367347,19,4,C,0.72,12,4,2
ando291990,51252.9591836735,24,4,C,0.42,-35,1,4
andreabarnab1,25474.5918367347,23,4,C,0.64,62,4,1
andrearicoy,40705.306122449,18,5,C,0.52,50,2,3
andreas_ostrem,28635.8367346939,17,4,A,0.44,135,2,2
andreeg2020,20701.8979591837,20,4,C,0.64,32,4,1
andrell,11048.387755102,22,4,A,0.36,104,1,1
andrenizando,40930.0408163265,24,4,C,0.6,182,3,3
andres_rs,47095.7959183674,26,5,C,0.44,-4,2,4
andrescorrea,35461.9387755102,25,3,C,0.68,76,4,3
andresmendez007,32613.0408163265,25,4,B,0.36,78,1,2
andretrepb,23099.1632653061,25,4,C,0.66,45,4,1
andrybios,22864.4489795918,18,4,B,0.56,-47,3,1
andrzej27,42506.7959183674,18,4,C,0.48,-7,2,3
andy_0,26284.0816326531,20,4,C,0.6,41,3,1
andypedro,38808.7959183674,17,4,C,0.64,65,4,3
andyvyoder,31840.9387755102,19,4,D,0.44,112,2,2
angelgon11,48126.5102040816,5,2,A,0.64,-38,4,4
angelobirdman,47472.2653061225,21,4,D,0.38,362,1,4
angelpov,24899.2448979592,27,4,C,0.74,-60,4,1
anhiti,45360.5102040816,23,4,C,0.56,-82,3,4
aniket32,27372.0816326531,8,3,A,0.68,20,4,2
anirudh_ag,44179.7142857143,23,5,C,0.76,102,4,4
anishavaghela1234,41081.612244898,15,4,C,0.68,157,4,3
anju79,5579.77551020408,25,4,C,0.7,78,4,1
ankit0731,44407.3469387755,9,3,C,0.72,38,4,4
ankra2311,34368.5306122449,12,4,B,0.46,111,2,2
anmol5,16639.2244897959,16,4,D,0.36,66,1,1
annaamagdalenaa,24916.5102040816,9,4,A,0.66,49,4,1
anoopravi96,47166.7142857143,25,4,C,0.64,-71,4,4
anorok,30636.4897959184,16,4,B,0.52,47,2,2
anshikaa16,32154.612244898,22,5,C,0.64,10,4,2
ansnic,19920.1020408163,25,4,C,0.62,2,3,1
ansxid,48087.0612244898,23,4,A,0.34,32,1,4
antdizzle25,41503.0408163265,21,5,C,0.66,25,4,3
antho-37,35977.1428571429,23,4,C,0.68,-5,4,3
anthomaz,31891.7755102041,12,4,C,0.38,81,1,2
anti_nimby,37687.6530612245,33,4,C,0.38,69,1,3
antigrip,36084.4489795918,25,4,C,0.64,45,4,3
antlya07,19642.4897959184,26,3,C,0.74,-42,4,1
antoinesecretan,23310.4693877551,28,4,C,0.62,63,3,1
antonio59,34234.2244897959,22,4,D,0.4,-27,1,2
antoniopena123,16114.6530612245,16,4,C,0.38,-6,1,1
antonpavlovich-44rus,28903.9183673469,24,4,C,0.48,23,2,2
antopatanto,19843.5306122449,27,4,C,0.72,64,4,1
anube,31189.7142857143,23,4,C,0.76,16,4,2
anuhas670,40381.6326530612,26,5,C,0.62,4,3,3
anujwmi,20024.8367346939,10,3,C,0.74,35,4,1
anupamib,16387.0204081633,14,3,C,0.54,23,3,1
anuragsinha007,39817.306122449,18,4,C,0.56,6,3,3
anvitha15,28088.8775510204,12,4,A,0.48,86,2,2
anymi,42233.1632653061,19,4,D,0.34,30,1,3
aotanrikulu,39288.7346938775,25,4,C,0.7,154,4,3
api1729,52911.7142857143,22,4,C,0.44,92,2,4
apoorv1998,12555.2653061224,23,4,C,0.7,5,4,1
apteb,47272.306122449,34,5,C,0.62,-5,3,4
apurba_19,39930.9387755102,24,4,C,0.58,-21,3,3
aqwijn,33556.8775510204,27,4,C,0.7,-10,4,2
ar2247,28335.3673469388,19,4,A,0.44,57,2,2
arabhoussem,33612.2244897959,22,3,C,0.62,74,3,2
arabikatiby,29904.5102040816,28,5,C,0.34,5,1,2
arangokchess,32525.4897959184,28,4,C,0.56,104,3,2
araniales,25192.1224489796,16,4,B,0.44,44,2,1
arasform,46779.5102040816,16,4,B,0.38,-28,1,4
arash-ba,34982.1428571429,23,4,C,0.56,61,3,2
arashdd,49333.2857142857,22,3,C,0.62,-412,3,4
araujomichel,29028.5714285714,19,4,C,0.62,57,3,2
archagnelotaku,24478.6734693878,24,4,D,0.4,15,1,1
ardakzk,52653.387755102,27,4,C,0.62,96,3,4
ardue,37103.1224489796,26,3,C,0.52,58,2,3
areyouhappy2279,21432.2857142857,23,4,B,0.44,141,2,1
argunyagz,50510.6734693878,14,4,C,0.56,89,3,4
arialexander,40523.4693877551,24,4,C,0.52,28,2,3
ariferen,19912.2448979592,29,4,C,0.62,-8,3,1
arjungangwar,38954.612244898,30,5,C,0.46,146,2,3
arle1,22190.387755102,27,4,C,0.68,-95,4,1
arleygiraldo,33660.7551020408,24,4,C,0.66,25,4,2
armNorik,28814.387755102,21,4,C,0.78,176,4,2
armansony1,21153.387755102,20,4,C,0.66,-3,4,1
armin2003,40540.0408163265,33,4,A,0.3,33,1,3
arnaupadres,31741.5918367347,30,5,C,0.54,152,3,2
arni123user,31778.5918367347,23,4,C,0.66,43,4,2
arocku2nite,47637.2857142857,23,4,C,0.48,129,2,4
aroslawrow,24906.5714285714,26,4,B,0.58,134,3,1
arqammohamedd,43936.7346938775,19,3,C,0.64,64,4,4
arryyyuuu,49353.612244898,23,4,D,0.38,96,1,4
arsanege,48345.3469387755,27,5,D,0.42,-5,1,4
arsebandit,39192.5510204082,28,4,C,0.6,2,3,3
arsh2508,35940.0204081633,27,4,C,0.6,29,3,3
arsycha,51123.2857142857,27,4,C,0.4,-17,1,4
art4fred,27066.5714285714,17,4,A,0.32,-34,1,1
artarcher,52930,17,4,A,0.32,-57,1,4
artdealerukraine,24939.6530612245,24,4,C,0.64,132,4,1
artem2315,52883.3673469388,6,3,A,0.64,78,4,4
arti1234,38414.6326530612,28,5,C,0.62,125,3,3
artmhlshk,28832.8163265306,15,4,B,0.46,85,2,2
artofthedeal,41377.2244897959,7,3,A,0.66,8,4,3
artorchoke,22967.612244898,17,4,C,0.5,-39,2,1
artsyalan,30943.6326530612,24,3,B,0.52,85,2,2
arubajamman,18682.9387755102,18,4,C,0.4,61,1,1
arun108,32483.8571428571,14,4,A,0.36,20,1,2
arunsp1992,23476.4081632653,19,4,B,0.28,111,1,1
arunthedon,26868,22,4,C,0.56,-9,3,1
arush_nag-2012,49747.1428571429,21,5,B,0.4,146,1,4
arv2019,22896.2040816327,25,4,C,0.58,33,3,1
arva-chess,51056.4285714286,29,4,C,0.64,68,4,4
arvut,32455.2448979592,12,3,A,0.6,-105,3,2
aryantaristan,38951.306122449,17,4,A,0.46,88,2,3
arz132,39209.5918367347,24,4,C,0.48,125,2,3
arzudmr,48593.4285714286,14,4,B,0.36,-41,1,4
asadi2016,14043.9387755102,14,5,C,0.78,67,4,1
asakurayoha,33903.6530612245,26,4,C,0.6,43,3,2
aseid,30686.1020408163,23,4,C,0.52,12,2,2
asheth1,45624.5714285714,24,4,C,0.56,123,3,4
asiergael,50868,18,4,D,0.42,43,1,4
aslibey,24182.7959183673,22,4,C,0.58,-5,3,1
aspettando,40904.4285714286,25,4,B,0.38,46,1,3
aspiros,48543.5918367347,20,4,A,0.46,7,2,4
assassin50,28451.5510204082,14,3,D,0.42,114,1,2
asumicsat,49637.2448979592,31,5,D,0.44,15,2,4
aswathhama,46077.6734693878,28,4,C,0.5,63,2,4
atacim99,32749.5306122449,24,4,B,0.46,19,2,2
atavaladi,36738.0816326531,17,4,A,0.32,25,1,3
athulkrishna_bs,45904.4489795918,21,5,D,0.44,81,2,4
atillavarlik,22819.2857142857,28,4,C,0.7,70,4,1
atlhardhead,41612.9795918367,26,4,C,0.46,-35,2,3
atohitotsu,27454.5714285714,34,4,C,0.68,-3,4,2
atoms21,36969.7755102041,18,4,D,0.38,52,1,3
attttt,21334.8979591837,24,3,C,0.74,64,4,1
atulbedi,42300,17,4,D,0.42,12,1,3
au_opoku_adjei,40917.387755102,15,4,A,0.4,-21,1,3
aubergina,33450.8979591837,23,4,C,0.5,64,2,2
augustoleles,31816.1428571429,12,4,D,0.46,17,2,2
aussiechess2617,30105.8571428571,27,4,A,0.34,-6,1,2
avi771,23290.5714285714,23,4,C,0.52,-18,2,1
avijeet25,36771.3265306122,23,4,A,0.42,65,1,3
avinashmaster,39180.4489795918,25,4,C,0.5,60,2,3
awkze,33778.4489795918,17,4,C,0.34,25,1,2
awsteiner,38880.3673469388,17,4,D,0.44,20,2,3
axaland,28224.2448979592,11,3,A,0.36,-94,1,2
axpsam855,38253.8163265306,27,4,C,0.66,-75,4,3
ayalad2,38554.8775510204,26,4,C,0.64,3,4,3
ayanava,42295.2244897959,22,4,C,0.42,20,1,3
ayantirmizi,26501.8775510204,30,5,C,0.68,161,4,1
aymanbreika,35919.2040816326,18,4,B,0.38,-5,1,3
ayrtonw,26343.6326530612,32,4,C,0.5,52,2,1
aysel15,32285.4693877551,18,4,C,0.78,43,4,2
ayushhh,20961.2653061224,12,3,D,0.48,24,2,1
ayyobzh,41562.4081632653,11,4,D,0.38,-72,1,3
ayzulal,43517.9183673469,17,4,A,0.48,227,2,4
azad077,32193.9387755102,23,4,C,0.76,90,4,2
azamatezugov,29863.8163265306,11,4,D,0.44,57,2,2
azar_9898,41606.6326530612,23,4,C,0.6,31,3,3
azpa,52628.8979591837,21,3,C,0.64,-73,4,4
b1k,51093.1836734694,34,4,C,0.44,118,2,4
