Player,MeanSpacing,UniqueECO_SubCat,UniqueECO_Cat,MostFrequentECO_Cat,MostFrequentECO_Cat_Frequency,EloChange,MostFrequentECO_Cat_Frequency_Quartile,MeanSpacing_Quartile
budulinek,30426.0204081633,27,5,C,0.4,-37,2,2
buenafe,40623.5714285714,32,5,B,0.46,89,3,3
bugbear45,14178.3469387755,29,5,B,0.52,-38,3,1
buiacosmin,21893.387755102,29,4,C,0.42,-107,2,1
bukavustar,17555.8979591837,32,4,B,0.36,17,1,1
bukovina,33813.1428571429,28,4,B,0.64,35,4,3
bulatte,3947.75510204082,31,4,B,0.52,-33,3,1
bulbizar,29902.7551020408,21,4,B,0.42,62,2,2
bulik3,16241.4693877551,36,5,B,0.34,-62,1,1
bumen,24378.1632653061,22,4,B,0.48,-4,3,1
bundolo50,38932.6326530612,38,5,E,0.28,62,1,3
burgel,37518.7755102041,19,4,D,0.44,71,2,3
burin1,44816.3673469388,29,4,B,0.58,-16,4,4
burn3r,28785.306122449,18,3,A,0.6,-68,4,2
burxot,45562.1632653061,35,4,C,0.46,14,3,4
bushehr-eshghe,26853.3673469388,32,4,C,0.42,25,2,2
butcher47,13429.8979591837,29,5,A,0.46,60,3,1
butsukolivlang,23736.5306122449,35,4,B,0.54,-42,3,1
buurim,29814.0612244898,41,6,B,0.44,-28,2,2
buzuko,17632.1428571429,31,4,B,0.62,15,4,1
buzz64,28686.0204081633,19,4,A,0.36,24,1,2
bvi57,52382.306122449,24,4,B,0.38,-20,1,4
bvks,22923.4489795918,16,3,A,0.66,13,4,1
bw2000,27964.7142857143,41,4,B,0.5,-11,3,2
byggarebob,42140.5306122449,35,4,C,0.44,34,2,4
byjack,37059.4081632653,31,5,A,0.54,-28,3,3
byro68,41875.8571428571,20,4,C,0.64,-67,4,4
bz862,23186.5918367347,21,3,B,0.54,-53,3,1
bzzz35,39187.7142857143,32,5,B,0.42,-139,2,3
c0rnetto,33920.7142857143,22,4,C,0.34,-108,1,3
c22,17731.7959183673,27,4,C,0.46,-23,3,1
c5chess,25086.1020408163,32,4,B,0.32,24,1,1
c5forever,35120.1428571429,29,4,A,0.74,13,4,3
c_a,16608.1836734694,30,4,B,0.56,-21,4,1
caballa72,40576.7346938775,32,5,B,0.26,18,1,3
caballerowil11,40092.1224489796,32,4,B,0.46,-80,3,3
caballoblanc,43106.0816326531,30,4,B,0.56,16,4,4
caballomarino,38804.8979591837,30,5,A,0.44,36,2,3
caballonegrojerez,43477.2040816326,28,5,A,0.6,-70,4,4
cabezurrinov,33623.7551020408,36,5,B,0.34,-75,1,3
cabinetoffice,33125.306122449,11,4,A,0.38,-39,1,2
cabronauta,46028.306122449,20,4,B,0.62,57,4,4
cacholin2020,34262.8367346939,17,4,A,0.64,13,4,3
cachorros,40520.2448979592,26,4,B,0.54,-16,3,3
cadjo,29030.6734693878,30,5,D,0.42,-61,2,2
caguladamarlowe1977,42165.4693877551,32,6,B,0.42,60,2,4
cahyono_fajri,35424.6530612245,26,5,B,0.44,39,2,3
caio64,45902.7755102041,34,5,B,0.38,-72,1,4
caissaekv,36788.5306122449,34,4,B,0.48,110,3,3
caissawf,49079.5510204082,28,5,C,0.42,-204,2,4
caji28,42765.4081632653,30,5,B,0.62,-7,4,4
cakdin,30774.4285714286,19,5,C,0.4,-80,2,2
calamitychess,21478.7755102041,27,5,B,0.6,-32,4,1
calcoja,36024.9387755102,38,5,B,0.44,-14,2,3
calcu16,34385.6530612245,29,4,B,0.38,-3,1,3
caldillo,32223.4285714286,22,4,B,0.74,-57,4,2
caliban72,28269.612244898,40,5,C,0.32,-43,1,2
caluix,25110.0816326531,14,3,A,0.42,-32,2,1
camisa_negra,39149.5714285714,7,2,A,0.72,34,4,3
campanero723,38513.4693877551,20,4,A,0.34,19,1,3
canacomxadrez,31873.7142857143,34,4,A,0.4,19,2,2
canarichess,28828.306122449,29,4,C,0.46,4,3,2
canibalchess,33935.7142857143,27,3,C,0.42,110,2,3
cansm,30533.8367346939,24,4,D,0.36,-78,1,2
cantorypoeta,44585.5714285714,31,4,C,0.46,-46,3,4
caong_cawi,20051.0408163265,27,5,A,0.42,-20,2,1
capa19752018,45600.2244897959,27,4,A,0.3,-29,1,4
capamatojav,51064.3469387755,32,5,B,0.46,-95,3,4
capanegra90,44490.6530612245,31,4,B,0.46,-113,3,4
capaperucho,28058.0816326531,26,4,B,0.52,47,3,2
capareborn,14723.8367346939,26,4,B,0.5,43,3,1
caparo72,25790.1428571429,28,5,B,0.46,0,3,2
capogali,14158.9795918367,19,4,A,0.42,-61,2,1
capopampa,26622.8163265306,36,5,A,0.3,12,1,2
capperuccio,26362,28,4,A,0.34,-74,1,2
carahuevo,48168.4489795918,32,5,B,0.42,48,2,4
carborundum,19312.7755102041,8,3,A,0.54,-20,3,1
cardaguh,43412.7755102041,38,5,A,0.34,-22,1,4
cardenashn,35381.5918367347,30,6,B,0.5,-53,3,3
cardoso171,35249.9183673469,34,5,A,0.4,-20,2,3
carlin1964,9288.38775510204,26,5,B,0.62,-50,4,1
carlogiac,34544.2040816326,32,5,D,0.44,33,2,3
carlos76andres76,23369.2653061224,27,4,B,0.3,-13,1,1
carlosRosario,30333.1836734694,28,4,B,0.5,-19,3,2
carlos_magnusen,25409.7346938776,38,4,C,0.52,0,3,2
carloseduar100,36646.2653061225,21,6,A,0.42,32,2,3
carlosvarela,49519.2857142857,34,4,C,0.56,22,4,4
caro_h623,41553.1224489796,27,4,A,0.42,2,2,4
carocrack2014,23920.7142857143,27,4,B,0.66,49,4,1
carori,14319.4489795918,16,2,A,0.74,-28,4,1
cartapan,27587.7959183673,19,3,A,0.5,-38,3,2
cartonpate,20946.0816326531,17,4,B,0.66,-25,4,1
carvaflu,26501.2244897959,10,4,A,0.7,11,4,2
cas0,44113.2040816326,11,3,A,0.64,14,4,4
cas666,47152.9591836735,34,5,B,0.6,-20,4,4
casillaroja,16323.9183673469,30,5,C,0.34,164,1,1
casper1970,26382.8163265306,26,4,B,0.62,-45,4,2
cassiosop,42672.5918367347,21,3,A,0.54,-10,3,4
castelfranchi,31600.4897959184,31,4,B,0.58,10,4,2
casuscelli29,44770.6530612245,31,5,B,0.48,-77,3,4
caszw,32248.7142857143,38,5,B,0.52,27,3,2
catafracta40,40442.5714285714,31,5,B,0.54,-50,3,3
catlp,42144.6530612245,30,4,A,0.28,-22,1,4
catto000,31290.693877551,35,4,A,0.34,45,1,2
cattus,34189.7959183674,22,5,D,0.42,13,2,3
caturlemancampa,16991.2244897959,36,6,B,0.5,5,3,1
cavafu,35392.3469387755,33,5,D,0.36,-81,1,3
cavalobravo7,19827.7551020408,36,5,B,0.58,20,4,1
cavschess2,41151.306122449,35,6,A,0.32,-147,1,3
cbartolata,10032.6326530612,35,5,D,0.42,-47,2,1
cbvanpelt,44418.1632653061,28,3,B,0.6,51,4,4
ccchhh333,42496.2448979592,24,4,A,0.5,44,3,4
ccg13,26450.8775510204,32,4,C,0.38,-33,1,2
ccrMM,34352.0816326531,24,4,B,0.54,-25,3,3
ccrb000,31929.3469387755,24,4,B,0.62,-47,4,2
ccz,26636.0612244898,27,4,B,0.54,-35,3,2
cdw7,22545.1020408163,15,3,A,0.4,30,2,1
cdwelicious,14546.6326530612,35,5,C,0.4,78,2,1
ceb19,32882.8979591837,31,5,D,0.38,30,1,2
cecer67,42922.8775510204,33,5,B,0.42,-56,2,4
cedmart1,31674.4489795918,41,5,A,0.4,-41,2,2
cedomir1,10787.3265306122,15,3,A,0.6,57,4,1
cegeko,49970.7551020408,35,5,B,0.3,65,1,4
cema12345,26666.8163265306,23,3,B,0.4,30,2,2
centdsutsou42,26482.306122449,24,4,A,0.34,56,1,2
cerebros,22564.5102040816,25,3,C,0.4,-40,2,1
cergey25,19734.7346938776,19,4,A,0.72,-45,4,1
cesarcollazo,24386.306122449,16,4,B,0.56,8,4,1
cesarruizyque,29773.1836734694,14,4,A,0.52,138,3,2
cesayeds,26037,25,3,C,0.54,-94,3,2
cespada,25352.2653061224,21,4,A,0.36,41,1,2
cespugl10,28100.9591836735,28,5,A,0.44,-18,2,2
cetortosa,37188.4897959184,36,5,B,0.36,11,1,3
cf_garza,17792.9591836735,31,4,A,0.36,-15,1,1
cgold,32532.5918367347,42,5,B,0.44,64,2,2
cgritsch,40481.8775510204,21,4,B,0.5,20,3,3
cgss,37442.2244897959,34,4,A,0.32,-92,1,3
chEssJsT,25149.0408163265,13,3,A,0.38,75,1,1
ch_19,26899.7959183673,29,5,B,0.36,-11,1,2
chachov,35375.0816326531,30,5,B,0.52,-51,3,3
chackatze,45966.2448979592,20,4,C,0.48,-49,3,4
chacosiempre,37235.8979591837,40,5,B,0.44,25,2,3
chalala,35970.9795918367,21,3,B,0.54,-31,3,3
chalita19,35020.8163265306,35,4,B,0.4,55,2,3
chalmato45,28042.2244897959,13,4,A,0.34,-20,1,2
chameau,36374.1836734694,32,4,B,0.58,-1,4,3
chamkale1,47950.2448979592,38,5,B,0.28,18,1,4
chamlinghemraj,33498.387755102,39,4,C,0.4,-18,2,3
championcrusher,25754.0204081633,31,5,A,0.54,-89,3,2
chancegardiner,17909.2244897959,21,4,B,0.38,15,1,1
chandlerseinfeld,39124.2448979592,32,4,B,0.5,64,3,3
chapkub,14532.7551020408,29,4,B,0.56,40,4,1
charlesgo,36887.0612244898,20,5,A,0.68,64,4,3
charliexp,31752.5510204082,32,5,D,0.34,-86,1,2
charogne,41103.387755102,32,5,B,0.64,-6,4,3
charsiewpao,49380.9183673469,32,5,B,0.56,-35,4,4
charsky,28181.612244898,37,3,C,0.44,-59,2,2
chaturangam,22865.2653061224,19,5,A,0.36,15,1,1
checheu,40870.2244897959,28,4,D,0.4,-28,2,3
cheesynoob,43603,18,3,A,0.54,29,3,4
chemidk,48064.2040816326,36,5,A,0.32,-57,1,4
chenchov,28159.693877551,33,3,B,0.52,-10,3,2
chephren,19491.6734693878,24,4,C,0.6,-72,4,1
cheqy,24820.3469387755,23,4,B,0.56,-69,4,1
chesrasim,29135.4285714286,26,4,B,0.48,45,3,2
chess--power,46286.0612244898,15,3,C,0.48,46,3,4
chess03242261801,26767.693877551,22,4,C,0.5,53,3,2
chess0911,31935.1836734694,27,4,A,0.36,-6,1,2
chess12312,44120.8571428571,28,6,C,0.44,-9,2,4
chess1846,35192.9387755102,26,4,B,0.32,-17,1,3
chess19888,29393.4081632653,35,4,B,0.32,29,1,2
chess3449,18257.6326530612,38,5,A,0.32,24,1,1
chess50years,31840.5918367347,38,5,A,0.3,56,1,2
chess_boxing,31609.1224489796,28,4,A,0.58,-49,4,2
chess_daki,34284.8367346939,29,4,D,0.34,-127,1,3
chess_ra,37244.9387755102,19,4,B,0.32,40,1,3
chessablanca,45727.8163265306,19,4,B,0.7,-10,4,4
chessbahiense,44212.5714285714,30,5,D,0.3,90,1,4
chessbeginner0,29247.3673469388,24,4,B,0.4,8,2,2
chessbrocker,26371.306122449,18,4,A,0.52,-65,3,2
chesscondor,42284.3673469388,14,4,A,0.52,-53,3,4
chessdenmark,38998.4285714286,23,3,A,0.5,-42,3,3
chessdez,22990.0204081633,35,5,A,0.52,29,3,1
chesseuller,46928.5102040816,24,4,B,0.48,38,3,4
chessfan1,24719.2653061224,33,4,C,0.42,-100,2,1
chessfantom73,24709.9387755102,34,5,A,0.34,-26,1,1
chessfj,23191.7959183673,40,5,B,0.38,37,1,1
chesshck,6026.02040816327,13,3,A,0.58,-79,4,1
chessiast,24727.2448979592,23,4,A,0.52,-5,3,1
chessie786,43200.9183673469,35,5,B,0.58,31,4,4
chessjo2,33919.2653061225,22,3,A,0.7,-16,4,3
chesskulkarni,50880.693877551,32,5,A,0.32,83,1,4
chessleb,24662.4897959184,30,5,A,0.38,-17,1,1
chesslori,21105.6326530612,11,4,A,0.5,-74,3,1
chesslover19751,35385.1836734694,37,4,B,0.3,137,1,3
chessman73,30460.9795918367,31,4,B,0.34,-35,1,2
chessman8339,31976.6734693878,34,5,A,0.48,-65,3,2
chessmaniac75,28529.2448979592,20,4,A,0.4,3,2,2
chessmennard,31398.612244898,28,5,A,0.64,41,4,2
chessnorisk,38719.8979591837,24,5,B,0.46,-52,3,3
chesspanama24,42543.5714285714,29,4,C,0.36,-36,1,4
chesspeonrey,20572.0816326531,29,5,D,0.34,-19,1,1
chesspositional,49433.7755102041,31,4,A,0.36,-12,1,4
chesspresso42,39441.1224489796,31,5,B,0.4,-42,2,3
chesspyrate,16563.5510204082,38,5,D,0.38,-26,1,1
chessram2506,33734.1632653061,23,5,D,0.34,-27,1,3
chessred,42638.2244897959,31,4,C,0.48,30,3,4
chesssurfer7266,36895.2857142857,25,4,B,0.44,2,2,3
chesster2999,12628.5510204082,35,4,B,0.5,28,3,1
chesstercueca,37019.8163265306,30,4,B,0.54,-10,3,3
chessthapa,38317.8163265306,36,5,A,0.32,87,1,3
chesstheo,40805.1020408163,31,4,C,0.32,-20,1,3
chesstime,37092.8367346939,18,3,A,0.74,-15,4,3
chesstocrats,43440.1020408163,25,4,B,0.64,55,4,4
chessvad,50364.306122449,30,5,A,0.3,-25,1,4
chessvova64,16339.0408163265,32,4,B,0.48,-106,3,1
chessyyoonn,25079.0408163265,30,5,A,0.28,-39,1,1
chetan7,17631.2040816327,24,4,B,0.62,28,4,1
chicharitov,25136.0816326531,27,4,A,0.34,-68,1,1
chikafuzim,14557.1224489796,27,5,C,0.54,111,3,1
chikh2,28760.6530612245,10,3,C,0.52,-53,3,2
chikotay,22947.4489795918,23,3,D,0.36,-30,1,1
chikotete,26348.2653061224,26,5,A,0.42,-71,2,2
chillerfx,22688.1632653061,32,5,C,0.48,-56,3,1
chingiz45,23123.2244897959,35,4,C,0.38,-11,1,1
chipiramos,16060.9387755102,33,4,D,0.36,3,1,1
chirag54321,34933.5306122449,25,4,C,0.52,-79,3,3
chirality,29211.0816326531,28,4,D,0.46,25,3,2
chiriguano,26447.2857142857,34,5,B,0.34,-75,1,2
chismonero,24095.612244898,24,4,B,0.34,-25,1,1
chivchiv,21586.0816326531,14,3,D,0.42,-83,2,1
chiwokram,46405.1428571429,29,4,B,0.44,56,2,4
choche,33548.5510204082,16,5,A,0.32,21,1,3
chochote,33527.0408163265,21,4,A,0.74,-10,4,3
choferpanaero,29036.4693877551,20,5,C,0.36,-30,1,2
chola2900,43459.0612244898,34,5,C,0.46,-7,3,4
cholosimeone,31663.0204081633,32,5,D,0.34,-49,1,2
chopa65,35330.8775510204,22,4,B,0.6,-20,4,3
chouchen79,42353.6530612245,31,4,A,0.3,-11,1,4
chris_brasil,28202.8571428571,7,2,A,0.66,49,4,2
christjj,22047.3469387755,30,4,B,0.58,37,4,1
christopheh,28264.1020408163,26,3,A,0.42,19,2,2
chrsol,43967.9795918367,34,5,B,0.5,27,3,4
chuckiegg,24537.8775510204,37,5,C,0.3,-109,1,1
chuluun_g,36198.8571428571,15,4,C,0.44,-44,2,3
churchofcoltrane,21121.8367346939,24,4,B,0.68,-81,4,1
chuy_anton,38682.5714285714,23,5,B,0.46,31,3,3
cican,29951.5918367347,33,5,B,0.48,-68,3,2
ciccio_sprint,18040.7959183673,12,4,A,0.68,-1,4,1
ciclohexan,9661.57142857143,29,4,B,0.56,5,4,1
cienfuegos07,49634.6326530612,29,4,B,0.46,83,3,4
ciftnida,38844.4897959184,39,5,B,0.34,-55,1,3
cikgubca2019,28462.5510204082,41,6,B,0.52,17,3,2
cinema1,22914.1428571429,29,4,C,0.4,-69,2,1
cingck,18546.8775510204,18,3,B,0.58,25,4,1
ciofeca,10573.0612244898,17,3,A,0.44,-51,2,1
ciro20,51432.6734693878,36,5,B,0.52,25,3,4
ciroperez,31443.4081632653,35,5,C,0.46,-8,3,2
ciyan-i,35074.7551020408,28,4,C,0.52,51,3,3
cjalanyar,48883.2244897959,27,4,B,0.44,-45,2,4
cjohans,28575.2448979592,16,4,A,0.42,-47,2,2
cjop1,24242.2653061224,26,3,B,0.62,-42,4,1
cks,45622.5102040816,24,4,B,0.36,-57,1,4
clangclang,33703.5918367347,26,4,A,0.58,14,4,3
clauberfm,51142.1428571429,25,4,B,0.48,-4,3,4
claudiotenor62,35734.4693877551,30,5,B,0.46,-70,3,3
clearEye,19324.9183673469,18,4,A,0.72,7,4,1
clere,46238.306122449,34,5,B,0.34,-2,1,4
clictus,33410.7551020408,40,5,B,0.56,-85,4,3
clparagao123,38876.8775510204,8,4,A,0.76,-22,4,3
clumsysniper,26387.8163265306,27,5,B,0.56,-10,4,2
cma4,15955.612244898,24,4,A,0.38,-66,1,1
cmenness,51383.8979591837,34,4,B,0.6,-53,4,4
cmilz92,51402.693877551,34,5,B,0.62,47,4,4
cmjoey,26448.9387755102,25,5,B,0.34,-6,1,2
cmjohncheng,35219.4693877551,21,4,D,0.4,48,2,3
cmulley,21781.3265306122,32,5,A,0.4,6,2,1
cmvicentuco,37156.5306122449,12,3,A,0.7,-32,4,3
cnolan01,46008.2857142857,34,5,D,0.38,-25,1,4
coachbam,38464.4897959184,20,3,B,0.66,-15,4,3
coachrix,45937.2040816326,24,3,C,0.38,-87,1,4
cob44,39055.2653061225,36,5,D,0.34,11,1,3
cobblebrain,45835,40,5,B,0.7,23,4,4
cobraxx20,24717.9795918367,27,4,A,0.7,-3,4,1
cocktail,49452.6734693878,14,4,A,0.44,-61,2,4
colacat,24340.9795918367,32,4,D,0.52,-69,3,1
colbybryn,26302.7142857143,34,5,D,0.32,30,1,2
coldset74,38863.5918367347,26,4,D,0.38,66,1,3
collinscornelius9,41357.306122449,27,5,D,0.44,-3,2,3
colnacional,35809.8979591837,35,6,A,0.42,45,2,3
colourcomplex,48849.4897959184,23,5,A,0.64,68,4,4
coma2tapelle,31218.8775510204,38,6,B,0.46,116,3,2
comansi,36893.8571428571,26,5,B,0.5,31,3,3
combo789,49307.4897959184,34,6,C,0.38,-20,1,4
compmaster,49337.4285714286,30,5,C,0.4,-99,2,4
condemnatio,37860.3469387755,32,5,C,0.38,-47,1,3
conejin20,46108.0408163265,26,5,A,0.36,-49,1,4
confin_nc,25247.7551020408,24,5,B,0.44,-48,2,1
conormcgregor144,31154.306122449,35,4,B,0.56,65,4,2
conscious_being,38911.2040816326,17,3,A,0.64,114,4,3
coolin,44266.0408163265,29,4,B,0.4,-38,2,4
coolmcs,37049.5918367347,23,3,B,0.7,-59,4,3
coreal12,29369.9387755102,22,5,A,0.42,-108,2,2
corintio2821,39006.2040816326,22,3,A,0.52,39,3,3
cosmocrator,13847.4489795918,26,3,B,0.64,-46,4,1
costa98,33291.0612244898,36,5,B,0.32,-6,1,2
couc,35963.7551020408,24,4,B,0.56,-6,4,3
coucouhibou,39864.5918367347,24,4,B,0.68,-51,4,3
coyy,29905.0408163265,23,5,B,0.62,7,4,2
cptreyfox,25110.1632653061,27,4,B,0.56,-7,4,1
cr7madrid7,21423.0204081633,25,5,B,0.54,-49,3,1
cramim,40495.1836734694,21,4,B,0.34,119,1,3
cramp101,23076.7142857143,38,5,C,0.34,102,1,1
crandall15,33264.2448979592,35,4,A,0.38,92,1,2
crash14081987,31746.5102040816,27,5,B,0.56,-13,4,2
cray_3000,31288.6734693878,24,5,B,0.62,-16,4,2
crazyblue29,43270.612244898,28,4,C,0.4,-72,2,4
crazysnowman,27808.7959183673,30,5,B,0.62,-106,4,2
crbmsm,43345.8571428571,20,4,A,0.42,22,2,4
crescens,35812.3673469388,40,4,B,0.38,53,1,3
cristian6131,45758.1224489796,35,6,B,0.38,44,1,4
cristiancho1998,35278.2448979592,20,4,D,0.38,46,1,3
cristiancoro,34418.1020408163,17,4,A,0.66,125,4,3
cristiand,26449.7142857143,26,5,B,0.56,2,4,2
cristianmiranda,43811.4081632653,29,5,B,0.46,-29,3,4
cristiawww,29986.6530612245,32,5,B,0.46,-79,3,2
cristobal12345,38404.9183673469,16,5,B,0.44,-41,2,3
cristofer_escobar,39988.4693877551,23,6,D,0.32,8,1,3
criuva,40814.0816326531,14,4,A,0.44,-11,2,3
crltx64,42199.3469387755,26,5,B,0.54,12,3,4
crown1988,45608.7755102041,29,4,B,0.32,7,1,4
croxilex,49285.1020408163,20,4,C,0.52,-65,3,4
cruelilla76,10342.387755102,25,4,A,0.48,-8,3,1
crunch02,27156.0204081633,25,5,B,0.52,28,3,2
csasds,51382.4693877551,29,4,B,0.32,15,1,4
cschool,17635.2244897959,33,4,A,0.44,75,2,1
csirkefogo4,17491.6326530612,36,5,C,0.5,-65,3,1
ct-chess,40449.306122449,23,5,B,0.58,-64,4,3
ctmntlds,37586.0204081633,24,5,A,0.5,-9,3,3
cuaterov,21762.1836734694,29,4,B,0.4,42,2,1
cuchucuchu,20008.9387755102,26,4,C,0.54,31,3,1
cucu99,51622.4489795918,16,4,A,0.58,33,4,4
cuculus48,21276,21,4,A,0.46,-63,3,1
cukierm,49546.1632653061,30,4,B,0.5,-23,3,4
curda55,8785.5306122449,26,5,B,0.32,-379,1,1
curfoc,38669.1224489796,29,4,B,0.54,-131,3,3
curiyork,40263.0816326531,38,4,B,0.52,-35,3,3
curry30curry,37401.4693877551,34,4,B,0.56,-9,4,3
cus-cus,35402.4693877551,11,3,A,0.7,-1,4,3
cvargasmr,42357.5306122449,35,5,D,0.3,-17,1,4
cvetlaj15,25050.4693877551,33,5,C,0.42,23,2,1
cvtiyj1,34290.3469387755,21,3,A,0.6,-5,4,3
cwizzo,36304.0612244898,32,4,B,0.5,-32,3,3
cybercam,31485.7959183673,29,5,B,0.56,-20,4,2
cymba,16197.306122449,38,6,B,0.48,-4,3,1
dArTalgnan,33292.2244897959,22,4,C,0.46,-45,3,2
dJoeRix71,32064.6734693878,36,5,A,0.38,-50,1,2
dRr0x0rZZ,52403.2448979592,26,5,B,0.44,32,2,4
da13,41443.2244897959,28,4,B,0.64,-31,4,3
daNorwegian,38850.612244898,31,4,B,0.3,-70,1,3
daNovice,39237.9795918367,36,5,B,0.4,-40,2,3
da_dimitry,31734.7346938776,26,4,D,0.32,-118,1,2
da_vinchi_07,19400.8163265306,17,4,B,0.62,70,4,1
dabbelg,45104.3673469388,19,4,D,0.34,-46,1,4
dadadimmu,40686.8163265306,26,5,D,0.38,-48,1,3
dadangsp,40319.0204081633,40,6,B,0.46,17,3,3
daedro,51205.0204081633,34,5,C,0.38,2,1,4
daghalooyam01,19755.5306122449,20,5,A,0.4,-30,2,1
dak001,23610.6734693878,28,5,A,0.4,17,2,1
dakods-16,28435.0612244898,20,6,A,0.52,-56,3,2
daler_nazarov,40957.3265306122,40,4,C,0.38,-61,1,3
dalisay,14445.0816326531,33,5,C,0.34,20,1,1
dambert,27235.5510204082,14,3,A,0.38,-43,1,2
damianbov,37009.9183673469,21,3,B,0.54,-4,3,3
damir1238,16171.3673469388,30,5,C,0.34,14,1,1
damis86,42239.0612244898,25,3,A,0.46,3,3,4
dan31,43685.5102040816,27,3,C,0.5,-38,3,4
dandane2000,22736.0816326531,31,3,B,0.36,84,1,1
dandanmian,33764.8775510204,24,5,A,0.38,49,1,3
dandy42,45715.5510204082,20,4,B,0.32,-12,1,4
dani_bg,38797.5918367347,41,5,C,0.38,3,1,3
daniel_popa,34969.3673469388,22,4,D,0.5,25,3,3
danieldemari2,39995.3265306122,30,5,A,0.38,-70,1,3
daniele61,23825.7551020408,37,4,B,0.62,-17,4,1
danielkuijper,44467.1836734694,31,4,B,0.56,-19,4,4
daniellah,34655.5714285714,33,5,B,0.52,-70,3,3
daniellitillo,45883.8163265306,26,4,B,0.58,-13,4,4
danielllou,36621.8367346939,30,5,B,0.46,47,3,3
danielprevost,38382.8367346939,21,5,C,0.44,136,2,3
danielserna,36705.7959183674,34,3,B,0.7,27,4,3
danigol71,40573.612244898,23,4,B,0.6,-29,4,3
daniilkz,19509.8367346939,29,5,D,0.52,-15,3,1
danila_n4k,36866.9795918367,35,5,C,0.46,74,3,3
danilm05,44609.1224489796,23,4,B,0.54,5,3,4
danimaso,35243.2040816326,30,5,A,0.38,52,1,3
dankomodo,31594.4081632653,16,3,A,0.56,27,4,2
dannyahsan,23430,32,4,D,0.54,3,3,1
dannyembling,37245.612244898,27,3,C,0.44,-5,2,3
dannysmet,23255.3673469388,10,3,A,0.56,19,4,1
danstiurca,23992.7755102041,15,3,B,0.48,-75,3,1
danyengay123,28189.9183673469,25,4,B,0.6,-28,4,2
dap2rb,29753.8571428571,32,4,B,0.7,-8,4,2
dardardar2,51904.8979591837,24,6,A,0.44,39,2,4
darinchy,33754.0816326531,26,4,B,0.52,16,3,3
dariushed,24017.4081632653,37,5,B,0.48,24,3,1
darkda3mon,25787.6530612245,26,3,A,0.72,-92,4,2
darkhorse3000,10870.5714285714,35,5,B,0.54,47,3,1
darkielomar,43338.387755102,33,5,B,0.6,-3,4,4
darkmediator,25069.2653061224,30,4,B,0.48,17,3,1
darknigth13,42606.3265306122,34,3,B,0.42,-3,2,4
darkobalov,23237.0408163265,28,4,A,0.52,-35,3,1
darlenhalo,30249.8979591837,29,5,C,0.52,-16,3,2
darmc2k,46047.9591836735,28,5,A,0.42,15,2,4
darsh999,43250.2857142857,30,5,C,0.38,-111,1,4
darwenesalangsang,23517.4489795918,33,6,B,0.5,-49,3,1
daryll_penaflorida,42229.1020408163,33,6,B,0.56,-19,4,4
das_schach,22520.7346938776,27,4,D,0.34,-11,1,1
dati1,21189.2040816327,37,5,D,0.32,34,1,1
dava1012,53079.4285714286,27,4,B,0.3,50,1,4
david8020,35541.1020408163,30,3,B,0.5,-22,3,3
david_farias,51052.693877551,33,4,B,0.68,-50,4,4
daviddevisser10,21894.3673469388,30,3,B,0.54,19,3,1
davidferrier,33689.6530612245,21,4,B,0.52,3,3,3
davidg77,44743.1224489796,36,5,A,0.32,18,1,4
davidgo1,24847.5918367347,22,4,B,0.44,43,2,1
davidicampbell,33262.8367346939,40,5,B,0.46,-14,3,2
davidoc,38749.7551020408,21,4,C,0.58,8,4,3
davidrd,30473.4897959184,27,5,B,0.5,-45,3,2
davids04,42775.612244898,25,4,C,0.4,-38,2,4
davidsolartediezmil,24624.0816326531,14,3,A,0.46,-28,3,1
davidson777,42567.5714285714,31,5,C,0.54,-32,3,4
davidtorres,26338.8571428571,33,4,C,0.44,-33,2,2
daviduroz,47771.1020408163,35,5,A,0.36,0,1,4
davisaad,31077.2244897959,19,3,B,0.56,-56,4,2
davisreti,35514.2653061225,33,5,A,0.38,63,1,3
dayakxtewei,50781.1224489796,24,4,A,0.34,31,1,4
daylinbryn,33299.9591836735,28,4,B,0.62,-8,4,2
daz007,21656.6530612245,29,3,B,0.52,15,3,1
dcd78,37111.5918367347,18,4,B,0.64,23,4,3
dcgomez,31749.5714285714,34,3,B,0.54,14,3,2
ddulguun,47644.3265306122,20,4,B,0.46,64,3,4
deN_kaNw_gia_skaki,17345.0816326531,33,5,A,0.36,119,1,1
deanhall1978,53067.5510204082,28,4,B,0.58,14,4,4
deathstroke-ahmed87,40146.8367346939,37,5,B,0.44,0,2,3
deatv,40197.4897959184,32,6,B,0.54,-48,3,3
decoherent,8850.22448979592,36,5,B,0.62,7,4,1
dedensuherlan,35278.7551020408,32,4,B,0.38,-56,1,3
deegist,20725.9591836735,32,5,C,0.52,-36,3,1
deepak_reddy,19404.7551020408,24,4,B,0.42,-4,2,1
defense57,26423.4489795918,23,3,A,0.64,45,4,2
degringolade,21444.5918367347,26,4,B,0.6,-14,4,1
deiviz,26424.2040816327,28,3,C,0.44,29,2,2
dejavubobo1,17730.6326530612,22,4,D,0.36,-60,1,1
dejori,24645.0612244898,12,4,A,0.52,-62,3,1
dekii24,41828.5510204082,17,3,B,0.6,29,4,4
delforouzan,21572.1836734694,29,4,B,0.58,-28,4,1
delger,28740.4897959184,18,4,C,0.5,-61,3,2
delima_art,21102.7346938776,28,4,B,0.56,63,4,1
